Date,Open,Close,High,Low,Volume,Timestamp
2021-01-28 02:18,31068.0,31152.0,31166.0,31057.0,2.83305267,1611800280000
2021-01-28 02:17,31085.0,31058.0,31113.0,31032.0,9.86723228,1611800220000
2021-01-28 02:16,31151.0,31092.0,31159.0,31079.0,1.029183,1611800160000
2021-01-28 02:15,31117.0,31145.0,31170.38717985,31116.0,2.67132842,1611800100000
2021-01-28 02:14,31137.0,31129.0,31139.0,31115.944704,3.37240513,1611800040000
2021-01-28 02:13,31183.071064,31137.0,31184.0,31137.0,10.6639186,1611799980000
2021-01-28 02:12,31169.17691438,31163.0,31186.12063096,31146.0,9.23510841,1611799920000
2021-01-28 02:11,31213.95673677,31175.0,31221.0,31169.0,10.48383384,1611799860000
2021-01-28 02:10,31207.0,31210.0,31247.0,31169.0,2.50382716,1611799800000
2021-01-28 02:09,31176.0,31201.0,31257.0,31175.0,3.91847696,1611799740000
2021-01-28 02:08,31149.0,31176.0,31219.0,31139.0,15.53332278,1611799680000
2021-01-28 02:07,31104.0,31163.0,31204.0,31080.0,25.08991951,1611799620000
2021-01-28 02:06,30986.0,31097.0,31138.0,30955.0,12.16509308,1611799560000
2021-01-28 02:05,30897.0,30985.0,31031.55728,30882.0,2.67985066,1611799500000
2021-01-28 02:04,30910.0,30877.0,30927.0,30873.0,0.97738247,1611799440000
2021-01-28 02:03,30919.0,30909.0,30934.0,30908.0,6.2644641100000005,1611799380000
2021-01-28 02:02,30948.0,30916.0,30957.38045713,30909.0,16.1854115,1611799320000
2021-01-28 02:01,31002.0,30961.0,31015.0,30941.0,4.89270445,1611799260000
2021-01-28 02:00,30956.46711696,30990.0,31047.0,30956.46711696,4.34500049,1611799200000
2021-01-28 01:59,30924.0,30947.0,31000.0,30895.0,22.3720836,1611799140000
2021-01-28 01:58,30893.0,30931.0,30935.0,30870.0,3.13935943,1611799080000
2021-01-28 01:57,30821.0,30885.50297076,30897.0,30821.0,3.17739825,1611799020000
2021-01-28 01:56,30784.0,30821.0,30844.0,30784.0,2.68551642,1611798960000
2021-01-28 01:55,30751.0,30783.0,30797.0,30751.0,1.23127333,1611798900000
2021-01-28 01:54,30707.0,30750.130306,30750.130306,30707.0,2.86602374,1611798840000
2021-01-28 01:53,30699.0,30707.0,30717.0,30699.0,0.38855130000000004,1611798780000
2021-01-28 01:52,30729.0,30684.0,30730.0,30684.0,0.63569935,1611798720000
2021-01-28 01:51,30622.600064,30729.46943424,30729.993952,30610.134702,1.65317872,1611798660000
2021-01-28 01:50,30630.0,30619.0,30630.0,30605.340332,0.40586,1611798600000
2021-01-28 01:49,30594.0,30630.0,30632.0,30589.039474,0.68039659,1611798540000
2021-01-28 01:48,30660.0,30586.0,30660.0,30557.0,4.67704359,1611798480000
2021-01-28 01:47,30636.0,30661.0,30686.0,30636.0,1.4891098200000001,1611798420000
2021-01-28 01:46,30614.0,30611.0,30618.0,30586.0,0.43392816,1611798360000
2021-01-28 01:45,30599.0,30599.587088,30603.422584,30597.0,0.0906802,1611798300000
2021-01-28 01:44,30585.39336,30606.0,30606.0,30585.39336,0.01715,1611798240000
2021-01-28 01:43,30570.0508,30555.37075976,30570.0508,30541.0,2.41469122,1611798180000
2021-01-28 01:42,30556.0,30568.0,30600.0,30556.0,1.05841854,1611798120000
2021-01-28 01:41,30522.0,30540.0,30594.0,30519.2009584,1.09948,1611798060000
2021-01-28 01:40,30540.0,30540.0,30540.0,30510.0,1.31921,1611798000000
2021-01-28 01:39,30503.88601,30569.0,30600.0,30501.0,5.7858419,1611797940000
2021-01-28 01:38,30626.0,30504.0,30626.62649,30504.0,6.88730711,1611797880000
2021-01-28 01:37,30707.0,30622.0,30707.0,30568.0,3.8868583,1611797820000
2021-01-28 01:36,30781.0,30716.0,30781.0,30707.0,3.72710387,1611797760000
2021-01-28 01:35,30831.0,30788.0,30831.21113564,30783.0,2.48803354,1611797700000
2021-01-28 01:34,30892.3531378,30813.0,30917.0,30783.0,17.41358624,1611797640000
2021-01-28 01:33,30664.98289,30892.0,30925.0,30664.98289,23.4458019,1611797580000
2021-01-28 01:32,30555.66715,30665.0,30665.0,30543.27249766,3.83733888,1611797520000
2021-01-28 01:31,30608.603113,30556.0,30608.603113,30556.0,2.63518744,1611797460000
2021-01-28 01:30,30620.0,30609.0,30621.0,30594.0,0.06619094,1611797400000
2021-01-28 01:29,30626.42475822,30632.0,30643.35679418,30626.051588,0.18869202,1611797340000
2021-01-28 01:28,30611.0,30608.0,30611.0,30598.7849079,0.06555760000000001,1611797280000
2021-01-28 01:27,30626.0,30608.0,30626.0,30608.0,0.06424,1611797220000
2021-01-28 01:26,30618.0,30590.0,30618.0,30590.0,0.94846981,1611797160000
2021-01-28 01:25,30590.0,30628.0,30630.0,30566.0,3.24037,1611797100000
2021-01-28 01:24,30544.0,30597.0,30600.0,30544.0,0.22185010000000002,1611797040000
2021-01-28 01:23,30556.0,30567.0,30576.0,30512.73823106,0.90812333,1611796980000
2021-01-28 01:22,30474.0,30553.0,30556.0,30466.0,8.01544886,1611796920000
2021-01-28 01:21,30451.0,30463.0,30494.0,30429.0,1.05565735,1611796860000
2021-01-28 01:20,30567.0,30452.0,30567.0,30452.0,10.46846766,1611796800000
2021-01-28 01:19,30584.0,30584.0,30614.0,30584.0,6.18372439,1611796740000
2021-01-28 01:18,30609.0,30584.0,30609.0,30572.0,6.8308487,1611796680000
2021-01-28 01:17,30612.0,30641.39386,30648.0,30605.914856,1.319362,1611796620000
2021-01-28 01:16,30571.0,30599.0,30627.0,30571.0,1.51563257,1611796560000
2021-01-28 01:15,30690.0,30572.0,30692.82579455,30572.0,2.45465507,1611796500000
2021-01-28 01:14,30695.0,30698.0,30750.0,30695.0,0.68618888,1611796440000
2021-01-28 01:13,30634.0,30677.0,30704.0,30634.0,2.24290795,1611796380000
2021-01-28 01:12,30692.0,30640.0,30692.0,30623.0,3.70724182,1611796320000
2021-01-28 01:11,30651.47077728,30698.0,30729.0,30645.0,7.85175277,1611796260000
2021-01-28 01:10,30655.0,30646.0,30655.0,30642.0,0.542382,1611796200000
2021-01-28 01:09,30610.188776,30639.920442,30668.0,30586.0,14.09811672,1611796140000
2021-01-28 01:08,30680.0,30607.0,30693.0,30607.0,1.34220401,1611796080000
2021-01-28 01:07,30667.0,30695.0,30695.0,30655.265818,1.3472796,1611796020000
2021-01-28 01:06,30639.0,30652.0,30666.0,30639.0,0.55473347,1611795960000
2021-01-28 01:05,30613.0,30646.0,30653.88846704,30613.0,1.60659745,1611795900000
2021-01-28 01:04,30607.0,30610.0,30649.05308752,30606.0,1.1786001000000002,1611795840000
2021-01-28 01:03,30645.42655288,30609.0,30683.0,30608.0,1.86067641,1611795780000
2021-01-28 01:02,30665.0,30640.0,30669.0,30640.0,1.80524333,1611795720000
2021-01-28 01:01,30713.12186616,30654.0,30713.12186616,30653.0,2.4351659,1611795660000
2021-01-28 01:00,30751.0,30720.0,30810.0,30694.0,7.59403274,1611795600000
2021-01-28 00:59,30599.0,30740.0,30777.0,30594.0,21.94438815,1611795540000
2021-01-28 00:58,30610.27866336,30612.370536,30612.370536,30576.99276192,1.61901555,1611795480000
2021-01-28 00:57,30624.0,30590.0,30635.0,30590.0,2.42603846,1611795420000
2021-01-28 00:56,30654.0,30601.0,30654.0,30595.0,22.7420702,1611795360000
2021-01-28 00:55,30586.0,30652.0,30655.0,30586.0,5.91792554,1611795300000
2021-01-28 00:54,30549.0,30585.0,30585.0,30548.0,3.90593695,1611795240000
2021-01-28 00:53,30561.548094,30548.0,30561.548094,30541.0,2.70549772,1611795180000
2021-01-28 00:52,30592.0,30562.0,30592.0,30532.0,3.58165571,1611795120000
2021-01-28 00:51,30579.0,30595.0,30612.0,30574.0,7.42873166,1611795060000
2021-01-28 00:50,30548.0,30573.37905072,30585.0,30513.0,8.05773156,1611795000000
2021-01-28 00:49,30399.0,30549.0,30549.0,30399.0,6.88519851,1611794940000
2021-01-28 00:48,30380.0,30397.0,30420.0,30380.0,2.87489061,1611794880000
2021-01-28 00:47,30433.0,30386.0,30433.0,30386.0,5.52631143,1611794820000
2021-01-28 00:46,30366.0,30437.0,30467.0,30366.0,3.28623725,1611794760000
2021-01-28 00:45,30367.0,30363.0,30398.0,30336.0,3.09893055,1611794700000
2021-01-28 00:44,30362.0,30361.0,30362.0,30347.0,1.42983772,1611794640000
2021-01-28 00:43,30367.60587,30356.0,30385.0,30349.0,1.25125183,1611794580000
2021-01-28 00:42,30372.73870586,30367.0,30379.0,30359.0,0.44258052,1611794520000
2021-01-28 00:41,30391.574745,30360.0,30398.0,30341.0,1.04302902,1611794460000
2021-01-28 00:40,30355.0,30391.574745,30393.28859673,30330.0,2.59492051,1611794400000
2021-01-28 00:39,30352.93625631,30348.83949072,30364.729605,30332.0,0.6223901000000001,1611794340000
2021-01-28 00:38,30329.0,30337.0,30388.0,30318.0,3.06140753,1611794280000
2021-01-28 00:37,30361.0,30336.0,30379.11093,30303.0,23.6074898,1611794220000
2021-01-28 00:36,30346.0,30344.0,30387.24451118,30344.0,3.3237647800000003,1611794160000
2021-01-28 00:35,30163.0,30362.0,30362.0,30163.0,3.81551143,1611794100000
2021-01-28 00:34,30286.0,30163.0,30286.0,30161.0,12.62886663,1611794040000
2021-01-28 00:33,30249.0,30278.0,30309.23742335,30238.0,3.44590499,1611793980000
2021-01-28 00:32,30260.0,30249.0,30285.0,30240.0,4.07517197,1611793920000
2021-01-28 00:31,30267.57161729,30259.0,30284.0,30246.0,5.08288564,1611793860000
2021-01-28 00:30,30268.0,30279.0,30361.0,30251.0,2.49813945,1611793800000
2021-01-28 00:29,30303.58007732,30267.29995112,30328.0,30263.0,4.66621329,1611793740000
2021-01-28 00:28,30257.0,30303.0,30303.0,30242.519424,5.16717711,1611793680000
2021-01-28 00:27,30218.0,30245.396376,30259.0,30211.0,0.61337704,1611793620000
2021-01-28 00:26,30198.0,30239.0,30267.0,30177.0,10.2605161,1611793560000
2021-01-28 00:25,30073.0,30195.94903626,30226.0,30050.0,15.50382446,1611793500000
2021-01-28 00:24,30000.0,30073.0,30077.0,29951.083576,4.71307891,1611793440000
2021-01-28 00:23,29974.31206235,30000.0,30011.0,29918.0,15.18100754,1611793380000
2021-01-28 00:22,30070.0,29975.0,30070.0,29975.0,16.42261422,1611793320000
2021-01-28 00:21,30061.71256932,30033.0,30073.0,30011.0,1.13319722,1611793260000
2021-01-28 00:20,30010.0,30073.80594472,30091.82087565,30009.0,2.67774514,1611793200000
2021-01-28 00:19,30048.0,30012.0,30048.0,30009.0,5.47399296,1611793140000
2021-01-28 00:18,30023.0,30041.0,30061.0,30008.0,0.49493559,1611793080000
2021-01-28 00:17,30037.0,30010.0,30063.0,30001.0,8.65566932,1611793020000
2021-01-28 00:16,30079.0,30037.0,30106.0,30029.0,8.41592627,1611792960000
2021-01-28 00:15,30160.0,30083.0,30218.0,30079.0,9.82965374,1611792900000
2021-01-28 00:14,30223.0,30135.63341076,30235.0,30135.0,7.67961893,1611792840000
2021-01-28 00:13,30301.66350974,30211.45151138,30301.66350974,30207.04486434,21.22769607,1611792780000
2021-01-28 00:12,30389.0,30317.0,30391.0,30295.0,7.96894344,1611792720000
2021-01-28 00:11,30437.0,30393.0,30437.0,30388.0,2.82384456,1611792660000
2021-01-28 00:10,30351.0,30409.0,30423.0,30351.0,1.63476362,1611792600000
2021-01-28 00:09,30340.0,30351.0,30354.0,30339.0,2.72941217,1611792540000
2021-01-28 00:08,30360.144246,30341.0,30381.0,30304.0,9.00194214,1611792480000
2021-01-28 00:07,30465.0,30361.0,30485.0,30361.0,30.22225142,1611792420000
2021-01-28 00:06,30418.0,30470.0,30480.0,30414.0,6.75870201,1611792360000
2021-01-28 00:05,30438.0,30452.0,30482.0,30416.0,3.11299343,1611792300000
2021-01-28 00:04,30369.0,30442.0,30468.0,30368.0,6.40326633,1611792240000
2021-01-28 00:03,30483.0077697,30382.30756888,30490.28859722,30338.0,11.34650497,1611792180000
2021-01-28 00:02,30660.0,30492.0,30660.0,30478.0,24.85483487,1611792120000
2021-01-28 00:01,30559.850454,30660.0,30664.5623127,30547.69623254,6.84944756,1611792060000
2021-01-28 00:00,30421.23654981,30560.0,30560.0,30421.23654981,10.08270135,1611792000000
2021-06-27 23:59,30400.0,30421.23654981,30495.04219868,30383.0,35.54634493,1611791940000
2021-06-27 23:58,30443.0,30401.0,30443.0,30400.0,2.46788758,1611791880000
2021-06-27 23:57,30447.0,30457.0,30461.0,30417.0,10.20404106,1611791820000
2021-06-27 23:56,30333.0,30445.0,30458.0,30333.0,0.70575703,1611791760000
2021-06-27 23:55,30462.0,30350.0,30463.0,30350.0,3.24845039,1611791700000
2021-06-27 23:54,30339.0,30461.0,30461.0,30339.0,1.05035316,1611791640000
2021-06-27 23:53,30315.953652,30338.994468,30348.0,30310.193448,0.7582500000000001,1611791580000
2021-06-27 23:52,30349.0,30351.0,30368.0,30330.0,4.00907933,1611791520000
2021-06-27 23:51,30358.0,30349.0,30360.115216,30316.0,15.71846404,1611791460000
2021-06-27 23:50,30294.0,30361.07525,30374.0,30282.352462,14.94455045,1611791400000
2021-06-27 23:49,30297.0,30280.0,30301.0,30254.0,1.83020098,1611791340000
2021-06-27 23:48,30271.0,30310.0,30319.0,30271.0,1.20150614,1611791280000
2021-06-27 23:47,30229.0,30251.0,30259.10610803,30220.910286,2.64368433,1611791220000
2021-06-27 23:46,30250.0,30247.0,30313.0,30243.0,4.68342773,1611791160000
2021-06-27 23:45,30157.0,30228.0,30243.94400615,30157.0,1.90043647,1611791100000
2021-06-27 23:44,30188.0,30171.0,30226.0,30153.0,3.57518375,1611791040000
2021-06-27 23:43,30226.0,30174.0,30271.0,30172.0,4.64024204,1611790980000
2021-06-27 23:42,30347.0,30223.0,30363.318546,30223.0,2.63553501,1611790920000
2021-06-27 23:41,30446.0,30344.0,30451.0,30344.0,3.30569433,1611790860000
2021-06-27 23:40,30382.0,30450.6478192,30495.0,30382.0,4.26676057,1611790800000
2021-06-27 23:39,30317.20309198,30382.0,30385.0,30311.0,2.58123176,1611790740000
2021-06-27 23:38,30377.0,30320.0,30380.0,30312.0,4.32585606,1611790680000
2021-06-27 23:37,30451.0,30393.0,30459.0,30350.0,2.74466301,1611790620000
2021-06-27 23:36,30485.0,30459.0,30485.0,30450.0,2.74905799,1611790560000
2021-06-27 23:35,30509.0,30484.0,30536.0,30481.0,5.57051772,1611790500000
2021-06-27 23:34,30453.0,30518.909664,30525.07060382,30453.0,13.95061631,1611790440000
2021-06-27 23:33,30350.0,30452.639373,30452.639373,30350.0,4.5232456,1611790380000
2021-06-27 23:32,30305.4142048,30335.0,30335.0,30225.5772768,5.88694018,1611790320000
2021-06-27 23:31,30299.0,30306.0,30314.0,30279.0,3.3248735799999998,1611790260000
2021-06-27 23:30,30306.2359,30308.0,30329.0,30301.0,4.03727106,1611790200000
2021-06-27 23:29,30266.0,30320.0,30320.0,30262.0,8.97825805,1611790140000
2021-06-27 23:28,30293.748386,30268.0,30342.737864,30257.246422,12.7797736,1611790080000
2021-06-27 23:27,30267.0,30290.0,30334.0,30255.0,0.15299547,1611790020000
2021-06-27 23:26,30304.4815937,30269.0,30346.0,30215.5318848,8.68404327,1611789960000
2021-06-27 23:25,30234.0,30288.0,30315.0,30211.0,4.60667609,1611789900000
2021-06-27 23:24,30284.0,30243.60719145,30338.0,30200.0,8.47067261,1611789840000
2021-06-27 23:23,30300.0,30274.37553838,30345.0,30230.0,18.641706,1611789780000
2021-06-27 23:22,30256.0,30256.92236772,30259.0,30236.0,3.10555737,1611789720000
2021-06-27 23:21,30358.0,30254.0,30371.0,30241.0,3.18416803,1611789660000
2021-06-27 23:20,30299.0,30360.0,30364.0,30288.0,3.79503343,1611789600000
2021-06-27 23:19,30373.0,30295.0,30374.0,30259.0,3.86047331,1611789540000
2021-06-27 23:18,30394.0,30376.0,30438.0,30363.44377788,7.03286281,1611789480000
2021-06-27 23:17,30505.0,30399.0,30506.0,30385.003296,4.62437771,1611789420000
2021-06-27 23:16,30513.0,30505.0,30580.90991982,30505.0,2.68356877,1611789360000
2021-06-27 23:15,30360.0,30501.0,30517.0,30338.95489824,8.37571404,1611789300000
2021-06-27 23:14,30405.0,30379.0,30405.0,30238.0,21.28474212,1611789240000
2021-06-27 23:13,30457.0,30405.0,30493.0,30405.0,1.79829058,1611789180000
2021-06-27 23:12,30484.0,30450.0,30516.0,30450.0,3.4865054,1611789120000
2021-06-27 23:11,30546.0,30476.0,30555.0,30474.0,2.81598667,1611789060000
2021-06-27 23:10,30514.0,30531.0,30550.0,30514.0,0.57733145,1611789000000
2021-06-27 23:09,30490.0,30514.0,30539.0,30490.0,2.03134639,1611788940000
2021-06-27 23:08,30467.0,30492.0,30515.0,30449.1506712,1.76696031,1611788880000
2021-06-27 23:07,30437.0,30438.0,30506.0,30437.0,0.9708424400000001,1611788820000
2021-06-27 23:06,30446.0,30450.0,30482.911868,30433.0,3.52060326,1611788760000
2021-06-27 23:05,30529.07288016,30464.0,30541.0,30435.0,7.98238774,1611788700000
2021-06-27 23:04,30613.0,30537.0,30616.0,30515.0,3.72137581,1611788640000
2021-06-27 23:03,30677.0,30621.0,30733.0,30612.0,1.9946358499999999,1611788580000
2021-06-27 23:02,30748.0,30690.0,30794.2169,30675.0,3.97197838,1611788520000
2021-06-27 23:01,30665.0,30750.0,30765.0,30650.0942,10.45029553,1611788460000
2021-06-27 23:00,30592.22707107,30657.0,30663.90069902,30581.32852206,2.71647513,1611788400000
2021-01-27 22:59,30628.0,30592.22707107,30640.0,30592.22707107,2.4201235,1611788340000
2021-01-27 22:58,30601.0,30602.0,30652.0,30598.0,2.1525006,1611788280000
2021-01-27 22:57,30655.0,30584.0,30658.0,30577.0,2.8565983,1611788220000
2021-01-27 22:56,30625.0,30663.0,30676.0,30625.0,1.51184883,1611788160000
2021-01-27 22:55,30629.76651766,30626.0,30631.0,30621.947272,0.051662,1611788100000
2021-01-27 22:54,30615.0,30630.3469509,30630.3469509,30614.0,2.2792239100000002,1611788040000
2021-01-27 22:53,30648.0,30615.0,30648.843176,30614.0,0.1025359,1611787980000
2021-01-27 22:52,30649.0,30653.646016,30657.0,30615.0,1.2692732899999999,1611787920000
2021-01-27 22:51,30593.388495,30663.0,30663.0,30593.0,0.58327707,1611787860000
2021-01-27 22:50,30608.0,30604.0,30612.0,30589.28796,0.26754738,1611787800000
2021-01-27 22:49,30524.0,30603.0,30624.0,30524.0,6.05190876,1611787740000
2021-01-27 22:48,30427.0,30520.0,30521.99197745,30402.0,4.10987636,1611787680000
2021-01-27 22:47,30535.0,30423.0,30538.0,30423.0,9.71086071,1611787620000
2021-01-27 22:46,30577.0,30536.0,30578.0,30535.0,1.86839094,1611787560000
2021-01-27 22:45,30569.0,30577.0,30593.0,30551.0,4.7709501,1611787500000
2021-01-27 22:44,30540.0,30568.0,30611.0,30537.0,2.023703,1611787440000
2021-01-27 22:43,30569.0,30535.0,30588.0,30529.217124,6.41819572,1611787380000
2021-01-27 22:42,30589.0,30567.0,30685.0,30567.0,3.7981404,1611787320000
2021-01-27 22:41,30505.0,30583.0,30583.0,30500.0,17.36162337,1611787260000
2021-01-27 22:40,30573.0,30505.0,30595.0,30505.0,6.30749076,1611787200000
2021-01-27 22:39,30609.0,30573.0,30678.0,30573.0,3.83663854,1611787140000
2021-01-27 22:38,30621.0,30608.0,30641.0,30587.0,0.19845782,1611787080000
2021-01-27 22:37,30679.0,30596.0,30679.0,30573.0,6.15076866,1611787020000
2021-01-27 22:36,30670.0,30665.0,30681.0,30550.0,9.59720486,1611786960000
2021-01-27 22:35,30617.0,30680.0,30737.0,30604.14252,6.23315858,1611786900000
2021-01-27 22:34,30656.0,30615.0,30687.0,30611.827176,9.14289725,1611786840000
2021-01-27 22:33,30736.0,30656.0,30807.0,30656.0,18.43440206,1611786780000
2021-01-27 22:32,30966.0,30756.0,30966.0,30735.0,14.58609463,1611786720000
2021-01-27 22:31,31010.0,30965.0,31010.0,30965.0,2.22428819,1611786660000
2021-01-27 22:30,31026.0,31010.0,31033.0,31010.0,3.89697707,1611786600000
2021-01-27 22:29,31033.0,31026.0,31037.0,31026.0,0.12876573,1611786540000
2021-01-27 22:28,31001.0,31022.702898,31032.0,31001.0,0.065,1611786480000
2021-01-27 22:27,30995.0,30995.81265,31006.0,30995.0,0.06164207,1611786420000
2021-01-27 22:26,30998.0,30995.0,30998.0,30995.0,0.0068920000000000006,1611786360000
2021-01-27 22:25,30987.0,30995.0,30998.0,30987.0,0.64122478,1611786300000
2021-01-27 22:24,30956.0,30975.0,30987.0,30956.0,1.79610684,1611786240000
2021-01-27 22:23,31033.0,30956.0,31033.0,30950.67552529,3.5213558799999998,1611786180000
2021-01-27 22:22,31055.0,31058.0,31076.0,31055.0,0.67339728,1611786120000
2021-01-27 22:21,31033.0,31055.0,31055.0,31033.0,0.90383007,1611786060000
2021-01-27 22:20,31035.0,31030.0,31035.187656,31027.0,0.98460185,1611786000000
2021-01-27 22:19,31032.0,31035.187656,31037.0,31032.0,0.165,1611785940000
2021-01-27 22:18,31094.0,31046.712048,31094.0,31030.0,1.12284487,1611785880000
2021-01-27 22:17,30983.0,31092.0,31099.86132894,30983.0,3.12292292,1611785820000
2021-01-27 22:16,30978.526062,30981.40716,30981.40716,30978.0,0.13974,1611785760000
2021-01-27 22:15,30991.0,30978.526062,30991.622064,30974.0,3.24528229,1611785700000
2021-01-27 22:14,30987.0,30991.622064,30999.0,30987.0,0.16645894,1611785640000
2021-01-27 22:13,31012.60193091,30968.0,31012.60193091,30968.0,2.3547404899999997,1611785580000
2021-01-27 22:12,31082.0,31013.0,31082.0,31001.0,2.66408154,1611785520000
2021-01-27 22:11,31094.0,31081.0,31105.0,31081.0,0.2557,1611785460000
2021-01-27 22:10,31104.0,31095.0,31113.0,31095.0,0.34198978,1611785400000
2021-01-27 22:09,31079.0,31098.0,31103.0,31079.0,0.25321,1611785340000
2021-01-27 22:08,31076.146416,31072.0,31105.0,31061.0,0.95907458,1611785280000
2021-01-27 22:07,30950.0,31068.0,31068.0,30950.0,6.26944653,1611785220000
2021-01-27 22:06,30983.0,30962.0,30983.0,30893.650656,2.10094635,1611785160000
2021-01-27 22:05,30959.0,30974.0,30990.0,30959.0,0.64275388,1611785100000
2021-01-27 22:04,30941.0,30968.0,31002.0,30941.0,0.8485955900000001,1611785040000
2021-01-27 22:03,30852.0,30929.0,30941.0,30852.0,1.9586022699999999,1611784980000
2021-01-27 22:02,31037.0,30852.0,31037.0,30852.0,4.92122841,1611784920000
2021-01-27 22:01,31077.0,31037.726256,31090.0,31037.0,1.90030019,1611784860000
2021-01-27 22:00,31031.67246,31078.0,31079.0,31031.67246,0.78807238,1611784800000
2021-01-27 21:59,30945.0,31035.51444,31035.51444,30945.0,1.7147000000000001,1611784740000
2021-01-27 21:58,31054.0,30944.19712188,31054.0,30944.19712188,3.75128073,1611784680000
2021-01-27 21:57,31066.0,31054.0,31066.0,31035.0,3.99700001,1611784620000
2021-01-27 21:56,31016.0,31066.0,31079.0,31015.0,2.17980601,1611784560000
2021-01-27 21:55,31023.0,31006.0,31027.0,30992.0,1.74119684,1611784500000
2021-01-27 21:54,30995.0,31023.0,31023.0,30991.0,4.73610506,1611784440000
2021-01-27 21:53,30978.0,31003.0810656,31027.0,30978.0,2.68546292,1611784380000
2021-01-27 21:52,30977.0,30966.10742652,30980.0,30949.0,5.55696392,1611784320000
2021-01-27 21:51,30906.0,30986.0,30994.39067676,30896.0,1.88247915,1611784260000
2021-01-27 21:50,30925.0,30901.0,30947.152362,30897.0,3.51403539,1611784200000
2021-01-27 21:49,30833.0,30925.0,30955.0,30833.0,5.10161559,1611784140000
2021-01-27 21:48,30934.0,30822.0,30934.0,30822.0,27.68209792,1611784080000
2021-01-27 21:47,31114.0,30934.0,31117.0,30934.0,10.002842150000001,1611784020000
2021-01-27 21:46,31075.54367904,31115.0,31115.0,31064.0,3.51200463,1611783960000
2021-01-27 21:45,31030.0,31075.0,31075.0,30999.0,1.8671896000000001,1611783900000
